Location;Participants;Cost
Gramercy Park, Manhattan;Iron Fist, Lagoon Boy, Nightwing vs. Aisha, Damian Wayne, Daredevil, Ghost Rider, Orin, Wasp;$22000
SoHo, Manhattan;Captain Marvel, Kamandi, Starfire, Wasp vs. Ant-Man, Asterix, Avengers, Aztec, Black Panther, Defenders, Judomaster, Superman;$17000
SoHo, Manhattan;Miss Martian, Wonder Woman vs. Avengers, Ghost Rider;$4000
Flatbush, Brooklyn;Elektra, Hooded Justice, Ice, Karate Kid, Rocketeer, Wasp vs. Plastic Man;$5000
Brooklyn Heights, Brooklyn;Agent Liberty, Atom, Avengers, Black Canary, Bruce Wayne, Cassandra Cain, Ice, Kate Spencer vs. Defenders, Green Lantern, Metamorpho;$8000
Bedford Park, Bronx;Elektra vs. Agent Liberty, Bruce Wayne, Oracle;$16000
Upper West Side, Manhattan;Judomaster, Kate Spencer vs. Cyborg, Green Arrow, Iron Man, Robin, Zatanna;$1000
Midtown, Manhattan;Atom, Green Lantern, Plastic Man, Superman vs. Booster Gold, Defenders, Supergirl;$7000
Washington Heights, Manhattan;Defenders, Doctor Strange, Spider-Man vs. Zatanna;$2000
SoHo, Manhattan;Spider-Man vs. Captain America, Iron Fist, Marvelman, Owlwoman;$9000
Belmont, Bronx;Iron Fist, Jonah Hex, Wasp vs. Animal Man, Iron Man, Kate Spencer, Spider-Man, Supergirl;$4000
Roosevelt Island, Manhattan;Ozymandias vs. Hank Hall, Plastic Man, Tiger;$0
Belmont, Bronx;Asterix, Black Canary, Black Panther, Conan the Barbarian, Incredible Hulk, Iron Fist, Vigilante, Wonder Woman vs. Catwoman, Guardians of the Galaxy;$5000
Chinatown, Manhattan;Conan the Barbarian vs. Lagoon Boy, Spider-Man, Terra;$1000
Koreatown, Manhattan;Black Canary, Ghost Rider, Hal Jordan, Teenage Mutant Ninja Turtles, Watchmen, Zatanna vs. Captain America, Daredevil, Doctor Strange, Gangbuster;$4000
Morningside Heights, Manhattan;Elektra, Owlman vs. Incredible Hulk, Zatanna;$0
Flatbush, Brooklyn;Black Canary, Hawkgirl, Iron Man, Ozymandias vs. Batgirl;$3000
East Harlem, Manhattan;Sub-Mariner vs. Agent Liberty, Aquaman, Elektra, Green Arrow, Gypsy, Hawkeye, Marvelman, Wonder Woman;$18000
Tribeca, Manhattan;Aquaman, Atom vs. Batwoman, Black Canary, Robin, Wasp;$6000
Greenpoint, Brooklyn;Azrael, Daredevil, Defenders, Incredible Hulk vs. Guardians of the Galaxy;$8000
Chelsea, Manhattan;Animal Man, Atom, Avengers, Captain Marvel, Ghost Rider, Wasp vs. Captain America, Hawkeye, Judomaster, Kid Flash, Marvelman, Sub-Mariner, Vixen;$3000
Upper East Side, Manhattan;Atom, Avengers, Catwoman, Iron Man, Karate Kid, Owlman, Supergirl vs. Aquaman, Ozymandias, Teenage Mutant Ninja Turtles;$4000
Little Italy, Manhattan;Animal Man, Vigilante vs. Daredevil, Guardians of the Galaxy, Plastic Man, Tiger;$4000
Meatpacking District, Manhattan;Conan the Barbarian, Guardians of the Galaxy, Iron Man vs. Aztec, Batgirl, Batman, Booster Gold, Iron Fist, Teenage Mutant Ninja Turtles;$9000
Koreatown, Manhattan;Watchmen vs. Poison Ivy, Robin;$5000
Brooklyn Heights, Brooklyn;Asterix, Avengers, Karate Kid, Orin, Plastic Man vs. Calendar Man;$2000
East Harlem, Manhattan;Black Canary, Booster Gold vs. Ant-Man, Marvelman, Raven;$3000
Brooklyn Heights, Brooklyn;Hank Hall vs. Captain America, Daredevil, Ghost Rider, Green Arrow, Marvelman, Owlman, Plastic Man, Rocketeer, Wildcat;$11000
Gramercy Park, Manhattan;Aquaman, Batwoman, Comedian, Constantin, Karate Kid, Teenage Mutant Ninja Turtles vs. Spider-Man;$10000
East Village, Manhattan;Agent Liberty, Animal Man, Avengers, Iron Fist, Moth Man, Thor vs. Atom, Batman, Conan the Barbarian, Fire, Gangbuster, Marvelman, Metamorpho, Sub-Mariner, Zatara;$29000
Park Slope, Brooklyn;Avengers vs. Atom, Batman, Incredible Hulk, Kamandi, Plastic Man, Rocketeer;$13000
Brooklyn Heights, Brooklyn;Avengers, Batwoman, Captain America, Conan the Barbarian, Gangbuster, Green Lantern, Guardians of the Galaxy, Judomaster, Marvelman, Supergirl, Wasp, Wonder Woman vs. Iron Man;$11000
Flatbush, Brooklyn;Spider-Man vs. Blue Beetle;$3000
Meatpacking District, Manhattan;Atom, Avengers, Beast Boy, Captain Marvel, Green Lantern, Robin, Sub-Mariner vs. Ant-Man;$1000
Washington Heights, Manhattan;Huntress, Plastic Man vs. Mary Marvel;$1000
Castle Hill, Bronx;Krypta vs. Green Arrow;$1000
SoHo, Manhattan;Spider-Man, Tim Drake vs. Atom, Conan the Barbarian, Elektra, Ghost Rider, Incredible Hulk, Krypta, Mr. Terrific, Xera;$0
Union Square, Manhattan;Ant-Man, Booster Gold vs. Rocketeer, S.T.R.I.P.E.;$7000
Castle Hill, Bronx;Atom, Green Lantern, Judomaster, Plastic Man vs. Avengers, Captain America, Cassandra Cain, Rocketeer, Teenage Mutant Ninja Turtles, Wasp;$3000
Washington Heights, Manhattan;Atom, Catwoman vs. Marvelman, Teenage Mutant Ninja Turtles;$8000
Gramercy Park, Manhattan;Atom, Black Canary, Teenage Mutant Ninja Turtles vs. Catwoman, Marvelman;$15000
Roosevelt Island, Manhattan;Robin vs. Atom;$3000
SoHo, Manhattan;Bronze Tiger, Captain Marvel, Damian Wayne, Ghost Rider, Iron Man, Nightwing, Ozymandias vs. Batman, Elektra, Hawkeye;$10000
SoHo, Manhattan;Agent Liberty, Daredevil, Green Lantern, Robin, Solomon Grundy, Teenage Mutant Ninja Turtles, Watchmen vs. Bruce Wayne, Guardians of the Galaxy, Marvelman, Zatanna;$22000
Flatbush, Brooklyn;Atom, Black Canary, Cassandra Cain, Iron Man, Ozymandias vs. Guardians of the Galaxy, Hank Hall, Plastic Man, Wolverine;$15000
Washington Heights, Manhattan;Catwoman, Iron Man, Starfire vs. Guardians of the Galaxy;$0
Meatpacking District, Manhattan;Calendar Man vs. Agent Liberty, Defenders, Marvelman, Shining Knight;$6000
Harlem, Manhattan;Captain America vs. Guardians of the Galaxy;$0
Morningside Heights, Manhattan;Batman, Carol Danvers, Ice, Iron Man, Karate Kid, Krypta, Marvelman, Plastic Man, Raven, Supergirl vs. Jericho, Kate Spencer, Mr. Terrific;$3000
Morningside Heights, Manhattan;Defenders, Katana, Marvelman, Starfire, Supergirl vs. Batwoman, Iron Fist, Rocket Red, Spider-Man, Wasp, X-Men;$23000
Upper West Side, Manhattan;Captain America vs. Ozymandias;$3000
Gramercy Park, Manhattan;Batwoman vs. Aquaman, Catwoman, Wasp;$4000
Morningside Heights, Manhattan;Asterix, Atom, Constantin, Superman, Zatanna vs. Aisha, Avengers, Black Canary, Gangbuster;$8000
Flatbush, Brooklyn;Captain Metropolis, Catwoman, Conan the Barbarian, Ridder, Spider-Man vs. Agent Liberty, Aquaman, Captain America, Superman, Terry McGinnis;$8000
Bushwick, Brooklyn;Krypta vs. Black Panther, Owlwoman;$1000
Washington Heights, Manhattan;Plastic Man vs. Aquaman, Elektra;$4000
East Village, Manhattan;Agent Liberty, Aztec, Cassandra Cain, Kyle Rayner vs. Marvelman;$2000
Washington Heights, Manhattan;Agent Liberty, Captain America, Conan the Barbarian vs. Captain Marvel, Elektra, Green Arrow;$3000
Chinatown, Manhattan;Zatanna vs. Ant-Man, Black Canary, Damian Wayne;$1000
Castle Hill, Bronx;Jericho, Superman, V, Wasp vs. Batgirl, Black Canary, Captain America, Huntress;$30000
Koreatown, Manhattan;Black Canary, Elektra, Mas y Menos vs. Ridder;$0
East Harlem, Manhattan;Agent Liberty, Incredible Hulk, Wonder Woman vs. Black Panther, Guardians of the Galaxy;$2000
Gramercy Park, Manhattan;Captain America, Ghost Rider, Incredible Hulk vs. Black Canary;$4000
Greenpoint, Brooklyn;Incredible Hulk vs. Conan the Barbarian, Marvelman;$3000
Brooklyn Heights, Brooklyn;Bruce Wayne, Krypta vs. Elektra;$1000
Downtown Brooklyn, Brooklyn;Blue Beetle, Marvelman vs. Iron Man;$1000
Gramercy Park, Manhattan;Aquaman, Conan the Barbarian vs. Poison Ivy;$1000
Coney Island, Brooklyn;Bruce Wayne, Ghost Rider, Plastic Man, Rocketeer, Teenage Mutant Ninja Turtles, Wonder Woman vs. Batman;$4000
Nolita, Manhattan;Ant-Man, Catwoman, Hank Hall, Lagoon Boy, Marvelman vs. Artemis, Captain Metropolis, Hawkeye, Wolverine;$2000
Astoria, Queens;Black Panther, Captain America, Catwoman, Defenders, Doctor Strange, Guardians of the Galaxy, Incredible Hulk, Kamandi, Katana, Owlman, Rocketeer, Superman, Zatanna vs. Orin, Ray, Stephanie Brown, Wasp;$19000
Chinatown, Manhattan;Atom, Black Panther, Captain America, Cassandra Cain, Incredible Hulk, Rocketeer vs. Ant-Man, Iron Man, Kamandi, Kid Flash, Wildcat;$11000
Brooklyn Heights, Brooklyn;Ant-Man, Black Canary, Iron Man, Oracle, Rocketeer vs. Avengers, Elektra, Lagoon Boy, Orin, Starfire;$3000
Morningside Heights, Manhattan;Black Panther, Calendar Man, Daredevil, Iron Man, Wonder Woman vs. Black Canary, Plastic Man;$5000
Morningside Heights, Manhattan;Black Panther, Conan the Barbarian, Marvelman, Raven, Tiger vs. Iron Man, Ozymandias, Plastic Man;$6000
Bushwick, Brooklyn;Batwoman, Conan the Barbarian, Constantin, Elektra, Poison Ivy, Static Shock vs. Batgirl, Batman, Daredevil, Kid Flash, Marvelman, Owlwoman, Starfire, Superman, Teenage Mutant Ninja Turtles;$2000
Belmont, Bronx;Cassandra Cain, Catwoman, Mr. Terrific, Spider-Man vs. Animal Man, Avengers, Green Arrow, Shadow;$23000
Park Slope, Brooklyn;Batgirl vs. Batman, Batwoman, Defenders, Guardians of the Galaxy, Robin, Starfire;$2000
East Harlem, Manhattan;Impulse, Mas y Menos, Supergirl, Vixen, Zatara vs. Defenders, Gangbuster, Guardians of the Galaxy;$18000
Flatbush, Brooklyn;Zatanna vs. Aquaman;$1000
East Harlem, Manhattan;Carol Danvers, Defenders, Hawkeye vs. Nightwing;$17000
Long Island City, Queens;Aquaman, Black Canary, Captain America, Daredevil, Ghost Rider, Karate Kid, Kate Spencer, Owlwoman vs. Plastic Man, Zatanna;$9000
Koreatown, Manhattan;Mary Marvel vs. Batman, Zatanna;$2000
Washington Heights, Manhattan;Defenders vs. Asterix;$0
Greenpoint, Brooklyn;Hawkeye, Ice, Zatanna vs. Aquaman, Conan the Barbarian, V;$3000
Flatbush, Brooklyn;Impulse, Spider-Man, Watchmen vs. Agent Liberty, Cassandra Cain, Catwoman, Incredible Hulk, Katana, Kate Spencer, Miss Martian, Robin, Supergirl, Teenage Mutant Ninja Turtles, Xera;$21000
Koreatown, Manhattan;Superman vs. Kid Flash;$1000
Midtown, Manhattan;Agent Liberty vs. Rocketeer;$1000
Greenpoint, Brooklyn;Bruce Wayne, Damian Wayne, Kate Spencer, Wasp vs. Batman, Conan the Barbarian, Mary Marvel, Orin;$1000
Jamaica, Queens;Avengers, Oracle, Teenage Mutant Ninja Turtles vs. Ant-Man, Aquaman, Dollar Bill, Elektra, Green Lantern, Guardians of the Galaxy, Vigilante;$5000
Jackson Heights, Queens;Rocketeer vs. Mr. Terrific;$3000
Little Italy, Manhattan;Jericho vs. Nightwing, Superman;$1000
Upper West Side, Manhattan;Thor vs. Avengers, Black Canary, Captain Marvel, Guardians of the Galaxy, Iron Man, Ozymandias, Wolverine;$2000
Little Italy, Manhattan;Black Canary, Plastic Man vs. Green Lantern, Huntress, Kate Spencer, Ozymandias;$0
Nolita, Manhattan;Blue Beetle, Cyborg vs. Power Girl;$4000
Washington Heights, Manhattan;Batgirl, Green Arrow, Marvelman vs. Atom, Black Canary, Captain America, Captain Marvel, Defenders, Elektra, Elongated Man, Incredible Hulk, Nightwing, Plastic Man, Teenage Mutant Ninja Turtles, Watchmen;$12000
Roosevelt Island, Manhattan;Wolverine vs. Artemis, Damian Wayne;$2000
Flushing, Queens;Bruce Wayne, Robin vs. Ozymandias;$4000
Koreatown, Manhattan;Captain Marvel, Incredible Hulk vs. Huntress;$5000
Washington Heights, Manhattan;Wolverine vs. Black Canary;$1000
Little Italy, Manhattan;Ant-Man, Asterix, Daredevil, Fire, Gangbuster, Incredible Hulk vs. Orin;$32000
Greenpoint, Brooklyn;Captain Marvel, Ice vs. Blue Beetle, Bronze Tiger, Damian Wayne, Robin, Watchmen;$3000
Lower East Side, Manhattan;Avengers, Catwoman, Incredible Hulk vs. Guardians of the Galaxy, Plastic Man;$0
Jackson Heights, Queens;Captain Metropolis vs. Elektra, Orin, Poison Ivy;$5000
Greenpoint, Brooklyn;Dollar Bill vs. Jonah Hex, Oracle, Orin, Zatanna;$2000
Tribeca, Manhattan;Black Panther, Guardians of the Galaxy, Incredible Hulk, Robin, Rocketeer, Starfire vs. Superman;$5000
Brooklyn Heights, Brooklyn;Hawkeye vs. Iron Man, Jonah Hex, Orin, Spider-Man;$4000
Morningside Heights, Manhattan;Doc Savage, Doctor Strange, Kate Spencer vs. Black Canary, Green Lantern, Lagoon Boy, Nightwing, Wolverine, Zatara;$2000
Crown Heights, Brooklyn;Teenage Mutant Ninja Turtles vs. Hal Jordan, Incredible Hulk, Judomaster, Orin, Raven, Wolverine;$13000
Greenpoint, Brooklyn;Aisha, Iron Fist, Rocketeer, Vigilante vs. Captain America, Elektra;$3000
SoHo, Manhattan;Ghost Rider, Jonah Hex, Superman vs. Captain America, Daredevil, Huntress, Ozymandias, Robin, S.T.R.I.P.E., Zatanna;$12000
Bushwick, Brooklyn;Dollar Bill, Impulse vs. Plastic Man;$0
Lenox Hill, Manhattan;Misfit vs. Agent Liberty, Dollar Bill;$1000
Castle Hill, Bronx;Iron Fist vs. Captain America, Iron Man, Wasp;$0
Financial District, Manhattan;Captain America vs. Agent Liberty, Defenders, Lagoon Boy;$2000
Belmont, Bronx;Conan the Barbarian, Iron Fist, Karate Kid, Static Shock vs. Tiger;$7000
Morningside Heights, Manhattan;Doc Savage, Superman vs. Wasp;$1000
Greenpoint, Brooklyn;Black Panther vs. Black Canary, Elektra, Green Arrow, Guardians of the Galaxy, Hawkeye, Marvelman, Plastic Man, Rocketeer, Sub-Mariner, Wonder Woman;$16000
Lenox Hill, Manhattan;Ant-Man, Batman, Iron Man, Kamandi, Robin, Watchmen vs. Avengers, Beast Boy;$4000
SoHo, Manhattan;Black Canary, Conan the Barbarian, Elongated Man vs. Black Panther, Catwoman, Guardians of the Galaxy, Hank Hall, Hooded Justice, V, Wasp, X-Men;$14000
Little Italy, Manhattan;Avengers, Doctor Strange, Hank Hall, Mr. Terrific vs. Ant-Man, Lagoon Boy;$10000
Upper West Side, Manhattan;Poison Ivy vs. Aztec, Elektra;$5000
Belmont, Bronx;Shadow vs. Catwoman, Nightwing, Rocketeer, Tiger;$12000
Little Italy, Manhattan;Aquaman, Catwoman vs. Batgirl, Batman, Elektra, Owlwoman;$8000
East Village, Manhattan;Ant-Man, Captain Marvel, Iron Man, Lagoon Boy vs. Doc Savage, Elektra, Hawkgirl;$7000
SoHo, Manhattan;Agent Liberty, Power Girl, Thor vs. Atom Smasher, Captain America, Ghost Rider;$13000
Alphabet City, Manhattan;Zatanna vs. Agent Liberty, Asterix, Bruce Wayne, Captain America, Conan the Barbarian, Impulse, Jonah Hex, Marvelman, Thor;$4000
Nolita, Manhattan;Starfire vs. Watchmen;$1000
Morningside Heights, Manhattan;Ant-Man, Aquaman, Dick Grayson, Gypsy, Iron Fist, Misfit vs. Incredible Hulk, Ozymandias, Supergirl;$4000
Koreatown, Manhattan;Green Arrow, Vixen vs. Atom Smasher, Black Panther, Gypsy, Hawkeye, Phantom Lady, Silk Spectre;$9000
Nolita, Manhattan;Terra vs. Mr. Terrific;$1000
Morningside Heights, Manhattan;Animal Man, Captain Metropolis, Doctor Strange, Elektra, Gypsy, Hawkeye, Lagoon Boy, Marvelman, Speedy, Watchmen vs. Aztec, Jonah Hex, Kate Spencer, Miss Martian, Plastic Man, Rorschach;$3000
Crown Heights, Brooklyn;Catwoman, Nightwing, Stephanie Brown vs. Doctor Strange, Rocketeer;$6000
Tribeca, Manhattan;Aquaman, Batman, Black Panther, Iron Man, Phantom Lady, Raven, Superman, Tiger vs. Captain Marvel;$12000
Flatbush, Brooklyn;Black Canary, Conan the Barbarian vs. Batgirl, Mr. Terrific;$11000
Chinatown, Manhattan;Batman, Black Canary, Constantin, Star-Spangled Kid vs. Stephanie Brown;$2000
Brooklyn Heights, Brooklyn;Ant-Man, Asterix, Lagoon Boy, Spider-Man vs. Damian Wayne, Iron Fist, Wolverine, Zatara;$1000
Coney Island, Brooklyn;Avengers, Green Lantern, Watchmen vs. Batman, Impulse;$8000
Jackson Heights, Queens;Ant-Man, Aquaman, Kamandi, Zatara vs. Black Canary;$7000
Greenpoint, Brooklyn;Animal Man, Nightwing vs. Batgirl, Black Panther, Captain America, Dick Grayson, Orin;$0
Brooklyn Heights, Brooklyn;Atom, Defenders vs. Aztec, Black Canary;$7000
Downtown Brooklyn, Brooklyn;Asterix, Rocketeer vs. Captain Marvel, Conan the Barbarian, Ozymandias, Sub-Mariner;$3000
Koreatown, Manhattan;Conan the Barbarian, Green Lantern, Raven, Wasp vs. Ant-Man, Black Canary, Ice;$2000
Brooklyn Heights, Brooklyn;Aquaman, Daredevil, Doctor Strange, Rocketeer vs. Hawkeye, Mr. Terrific, V;$0
Downtown Brooklyn, Brooklyn;Aquaman, Captain America, Daredevil vs. Iron Man;$2000
Castle Hill, Bronx;Animal Man, Sub-Mariner vs. Superman;$2000
Tribeca, Manhattan;Elektra, Hal Jordan, Odin, Wasp vs. Bronze Tiger;$2000
Lenox Hill, Manhattan;Sub-Mariner vs. Ant-Man, Beast Boy, Black Panther, Doctor Strange, Ozymandias, Superman, Tiger, Zatanna;$0
Greenpoint, Brooklyn;Batwoman, Black Panther, Conan the Barbarian, Defenders, Doctor Strange, Gangbuster, Green Lantern, Lagoon Boy, Teenage Mutant Ninja Turtles, Wasp, Wonder Woman vs. Bruce Wayne, Marvelman, Power Girl, Supergirl;$1000
Nolita, Manhattan;Batwoman, Captain America, Conan the Barbarian, Supergirl vs. Atom, Green Lantern, Lagoon Boy;$4000
Nolita, Manhattan;Atom, Power Girl, Wonder Woman vs. Ant-Man, Elektra, Hawkeye, Judomaster, Lagoon Boy, Orin, Raven, Spider-Man;$6000
East Village, Manhattan;Supergirl, Wonder Woman vs. Black Panther, V;$1000
Sunset Park, Brooklyn;Black Panther vs. Aztec, Batgirl, Incredible Hulk;$3000
Bedford Park, Bronx;Ant-Man, Arsenal, Avengers, Batwoman, Cassandra Cain, Marvelman, Supergirl vs. Atom, Black Panther, Captain Marvel, Conan the Barbarian, Orin, Rocketeer;$39000
Little Italy, Manhattan;Mr. Terrific, S.T.R.I.P.E., Wasp vs. Atom, Batman, Ghost Rider, Ridder, Teenage Mutant Ninja Turtles, Zatara;$8000
Castle Hill, Bronx;Atom, Bruce Wayne, Cassandra Cain, Hawkeye, Hooded Justice, Shadow vs. Gangbuster, Guardians of the Galaxy, Marvelman, Mr. Terrific;$3000
East Harlem, Manhattan;Ray, Zatanna vs. Azrael, Hawkeye;$3000
East Village, Manhattan;Guardians of the Galaxy, Jericho, Ridder vs. Bruce Wayne;$2000
SoHo, Manhattan;Batman, Captain Metropolis, Huntress, Starfire, Teenage Mutant Ninja Turtles, Wasp vs. Rocketeer, Zatanna;$14000
Meatpacking District, Manhattan;Hal Jordan vs. Animal Man, Ant-Man, Batwoman, Captain America, Incredible Hulk, Mr. Terrific, Nite Owl, Supergirl, Wolverine, Zatanna, Zatara;$14000
Long Island City, Queens;Ant-Man vs. Incredible Hulk;$2000
Morningside Heights, Manhattan;Agent Liberty, Animal Man, Black Panther, Captain America, Catwoman, Hawkeye, Marvelman, Supergirl vs. Plastic Man;$3000
Belmont, Bronx;Cassandra Cain, Wasp, Zatanna vs. Stephanie Brown;$2000
Chinatown, Manhattan;Power Girl, Supergirl vs. Ant-Man;$3000
Bedford Park, Bronx;Ant-Man, Jericho, Mas y Menos, Rocketeer, Superman vs. Bruce Wayne, Defenders, Zatanna;$0
Castle Hill, Bronx;Avengers, Black Canary, Bruce Wayne, Conan the Barbarian, Cyborg, Damian Wayne, Robin, Sub-Mariner vs. Teenage Mutant Ninja Turtles;$6000
Castle Hill, Bronx;Orin vs. Avengers, Aztec, Cassandra Cain, Cyborg, Daredevil, Dick Grayson, Hawkeye, Jonah Hex, Karate Kid, Lagoon Boy, Plastic Man, Robin, Wasp, Wolverine, Zatara;$9000
Meatpacking District, Manhattan;Hal Jordan, Iron Man vs. Batwoman, Black Panther, Doc Savage, Kate Spencer;$2000
East Village, Manhattan;Fire vs. Gangbuster, Hawkeye, Iron Fist;$1000
Riverdale, Bronx;Superman vs. Animal Man, Black Canary, Daredevil, Green Arrow, Karate Kid;$4000
Koreatown, Manhattan;Ant-Man, Aquaman, Batgirl, Batman, Elektra, Kate Spencer, Power Girl, Teenage Mutant Ninja Turtles, Vixen, X-Men vs. Ozymandias;$0
Koreatown, Manhattan;Black Panther, Lagoon Boy, Robin, S.T.R.I.P.E. vs. Batman, Cyborg, Incredible Hulk, Iron Man, Poison Ivy, Superman;$0
Morningside Heights, Manhattan;Ant-Man, Batman, Captain America, Captain Marvel, Doctor Strange, Incredible Hulk, Marvelman, Ray, Sub-Mariner, Thor, Zatanna vs. Aquaman, Atom, Conan the Barbarian, Defenders, Hank Hall, Robin, Tiger, Vixen;$21000
Roosevelt Island, Manhattan;Wasp vs. Aquaman, Asterix, Hank Hall, Lagoon Boy, Owlwoman;$0
Greenpoint, Brooklyn;Booster Gold, Calendar Man, Kamandi, Nightwing, Plastic Man vs. Orin;$1000
Midtown, Manhattan;Superman vs. Agent Liberty, Black Canary, Black Panther, Marvelman, Wasp, Zatanna;$21000
Jamaica, Queens;Batman vs. Ridder;$3000
Upper West Side, Manhattan;Atom, Batgirl, Guardians of the Galaxy, Star-Spangled Kid vs. Agent Liberty, Ant-Man, Batman, Black Canary, Black Panther, Mr. Terrific, Orin, Robin, Sub-Mariner, Supergirl, Wonder Woman;$22000
Williamsburg, Brooklyn;Asterix, Batwoman, Catwoman, Doc Savage, Elongated Man, Hawkeye, Kid Flash vs. Bruce Wayne, Constantin, Doctor Strange, Fire, Incredible Hulk, Iron Man, Kamandi, Lagoon Boy, Shining Knight, Star-Spangled Kid, Stephanie Brown, Tim Drake, Wonder Woman, X-Men;$55000
Castle Hill, Bronx;Green Arrow vs. Aquaman;$1000
Lower East Side, Manhattan;Atom, Incredible Hulk, Supergirl, Watchmen, Wolverine vs. Aquaman, Captain America, Hal Jordan;$10000
Crown Heights, Brooklyn;Atom Smasher, Poison Ivy, Rocketeer vs. Agent Liberty, Atom, Batman, Black Panther, Calendar Man, Captain Marvel, Marvelman, Supergirl;$11000
Flatiron District, Manhattan;Wasp vs. Hawkeye, Katana, Marvelman, Rocketeer, Teenage Mutant Ninja Turtles;$11000
Coney Island, Brooklyn;Ant-Man, Black Canary, Doctor Strange, Flash, Marvelman, Starfire, Superman, Watchmen vs. Kamandi, Wonder Girl;$8000
East Village, Manhattan;Batwoman, Elongated Man, Wasp vs. Aquaman;$2000
Upper East Side, Manhattan;Gangbuster vs. Ant-Man, Captain Marvel, Owlwoman;$2000
Washington Heights, Manhattan;Ghost Rider, Starfire vs. Black Canary, Captain America, Captain Marvel, Daredevil, Elektra, Lagoon Boy, V, Wolverine;$5000
Castle Hill, Bronx;Wildcat vs. Black Canary, Defenders, Elongated Man, Green Arrow, Green Lantern, Krypta, Starfire;$6000
Koreatown, Manhattan;Batwoman vs. Nite Owl;$1000
