Location;Participants;Cost
Coruscant, Rebel Alliance;Avengers, Chirrut Îmwe, Commander Fil, Jas Emari, Kylo Ren, Mace Windu, Meena Tills, Padmé Amidala, Rinnrivin Di, Shmi Skywalker, Snaggletooth, Wuher, Zev Senesca vs. Bazine Netal, Dr. Cylo, Pong Krell, San Hill, Teedo;$13000
Tatooine, Manhattan;Adi Gallia, Commander Gree vs. Beru Whitesun Lars, Gardulla the Hutt, Luke Skywalker, Qui-Gon Jinn, Rey, Taun We;$0
Kashyyyk, The Empire;Agent Kallus, Bodhi Rook, Nute Gunray, Onaconda Farr, Sinjir Rath Velus vs. C-3PO, Joclad Danva, Moff Delian Mors;$20000
Nal Hutta, The Empire;Cordé vs. Romba;$2000
Hosnian Prime, The Empire;Dormé vs. Avengers, Ben Quadinaros, Bo-Katan Kryze, Boba Fett, Cassian Andor, Finis Valorum, Mother Talzin, Obi-Wan Kenobi, R2-KT, Rorschach;$5000
Kashyyyk, The Empire;Finis Valorum vs. Wag Too;$4000
Geonosis, The Empire;Avengers, Baze Malbus vs. Watchmen;$4000
Nal Hutta, The Empire;Amee, BB-8, Jobal Naberrie, Rorschach vs. Avengers;$0
Concord Dawn, Rebel Alliance;Arvel Crynyd, Chewbacca, Jan Dodonna vs. Gardulla the Hutt;$2000
Bespin, Rebel Alliance;Hondo Ohnaka vs. Bren Derlin, Longo Two-Guns, Lyn Me, Rae Sloane;$3000
Concord Dawn, Rebel Alliance;Mercurial Swift vs. Poggle the Lesser, Snaggletooth;$0
Hosnian Prime, The Empire;Alton Kastle, Odd Ball vs. Finn;$8000
Geonosis, The Empire;Padmé Amidala, Rukh vs. Cassian Andor, FN-2199, Luke Skywalker, Savage Opress;$3000
Concord Dawn, Rebel Alliance;Admiral Gial Ackbar, Cliegg Lars, Iron Man, Poggle the Lesser, Watchmen, Ziro the Hutt vs. ME-8D9, Paploo, Sly Moore;$3000
Jedha, The Empire;Avengers, Cassian Andor, Commander Fil, Dr. Nuvo Vindi, Gavyn Sykes, Greeata Jendowanian, Jek Tono Porkins, Luke Skywalker, Luminara Unduli, Meena Tills, Mina Bonteri, Watchmen, X-Men vs. Malé-Dee;$23000
Kashyyyk, The Empire;Cliegg Lars, Darth Maul, Greedo, Mama the Hutt, Savage Opress, Sora Bulq, The Bendu vs. Admiral Gial Ackbar, Chirrut Îmwe, Ona Nobis;$19000
Yavin, Manhattan;Orson Krennic vs. Captain Panaka, Han Solo, Moff Tiaan Jerjerrod, Mother Talzin, Ponda Baba, Romba, Rotta the Hutt, Sifo-Dyas;$3000
Sullust, Manhattan;Avengers, Baze Malbus, General Crix Madine, Jyn Erso, Kaydel Ko Connix, Orson Krennic, Rae Sloane vs. Hera Syndulla, Palpatine, Ponda Baba, Sinjir Rath Velus;$3000
Dagobah, Rebel Alliance;Captain Jeremoch Colton, Chirrut Îmwe, Commander Wolffe, Joclad Danva, Lando Calrissian, RA-7 vs. Clone Trooper Fives, Kylo Ren, Luminara Unduli, Lux Bonteri, Pablo-Jill, Rogue Squadron, Wolverine;$35000
Jedha, The Empire;Amee vs. Watchmen;$2000
Geonosis, The Empire;Embo vs. Admiral Kendal Ozzel;$1000
Coruscant, Rebel Alliance;Aiolin and Morit Astarte, Chewbacca, Mercurial Swift, Quarrie, Wullf Yularen vs. Bren Derlin, Chief Chirpa, Gallius Rax, Huyang, R4-G9, Salacious B. Crumb, Savage Opress;$18000
Scarif, Manhattan;Jyn Erso vs. Bo-Katan Kryze, Dr. Nuvo Vindi, Leia Organa, Lieutenant Watts, Wullf Yularen;$6000
Dathomir, Rebel Alliance;Count Dooku vs. Ben Quadinaros, Mace Windu, Tulon Voidgazer;$4000
Lothal, The Empire;Meena Tills vs. Bren Derlin, Brendol Hux, Kanan Jarrus, Luke Skywalker, Lumat, Mawhonic, Moff Delian Mors, Nute Gunray, Poe Dameron, Rorschach, Wedge Antilles;$2000
Tatooine, Manhattan;Boss Rugor Nass, Captain Phasma, Dengar, Greeata Jendowanian, Ketsu Onyo, Longo Two-Guns, Luminara Unduli, R2-D2, Rey vs. Captain Panaka, Saw Gerrera;$2000
Tatooine, Manhattan;BB-8, Cliegg Lars, Gavyn Sykes, Greedo, Logray, Luke Skywalker, Oola vs. Asajj Ventress, Avengers, Kylo Ren, Moff Delian Mors, Ziro the Hutt;$18000
Kamino, The Empire;Boss Rugor Nass, Qui-Gon Jinn vs. Alton Kastle, Chirrut Îmwe, Iron Man, Lando Calrissian, Momaw Nadon, Norra Wexley, Oppo Rancisis, Queen Miraj Scintel, Rogue Squadron, Yoda;$12000
Concord Dawn, Rebel Alliance;Hera Syndulla, R2-D2 vs. Captain Roos Tarpals;$3000
Yavin, Manhattan;Arvel Crynyd, Palpatine, Salacious B. Crumb vs. Nahdar Vebb;$9000
Yavin, Manhattan;Ahri Raas, Inquisitors, Thor, Wolverine, Zev Senesca vs. Nute Gunray, Tion Medon;$18000
Kashyyyk, The Empire;Amee, Wolverine vs. Armitage Hux, Cad Bane, Commander Wolffe, R2-D2, Rey, Romba;$20000
Hosnian Prime, The Empire;Aiolin and Morit Astarte, Lando Calrissian, Mas Amedda, Palpatine, Rorschach vs. Ahsoka Tano, Avengers, Captain Lorth Needa, Commander Jet, Jobal Naberrie, Jom Barell, Nute Gunray, Wag Too;$4000
Concord Dawn, Rebel Alliance;Captain Gregor, Chief Chirpa, Ellé, Momaw Nadon, Queen Apailana, R5-J2, Rotta the Hutt vs. Doctor Cornelius, Moff Tiaan Jerjerrod, Pagetti Rook;$7000
Bespin, Rebel Alliance;Cassian Andor, Inquisitors, Wat Tambor vs. Cham Syndulla, Commander Bly, Padmé Amidala, Ransolm Casterfo, Sana Starros;$14000
Yavin, Manhattan;Jango Fett, Moralo Eval, Wolverine vs. Bo-Katan Kryze, Darth Bane, Even Piell, Letta Turmond, Palpatine, Poe Dameron;$18000
Tatooine, Manhattan;BB-8, Ezra Bridger, Luke Skywalker, R2-KT, Saesee Tiin vs. Inquisitor: Fifth Brother;$4000
Kashyyyk, The Empire;Avengers, Moralo Eval vs. Niima the Hutt, Sarkli;$3000
Nal Hutta, The Empire;Moff Delian Mors, Wolverine vs. Ezra Bridger;$1000
Yavin, Manhattan;BB-8, Clone Trooper Fives, Jom Barell, Tarfful vs. X-Men;$0
Nal Hutta, The Empire;Chirrut Îmwe, Greedo, Han Solo, Moff Tiaan Jerjerrod, Rey vs. R2-D2, Shara Bey, Watchmen, X-Men;$2000
Nal Hutta, The Empire;Agen Kolar, Bo-Katan Kryze, Finn, General Oro Dassyne, Greedo, Han Solo, Iron Man, Jas Emari, Luminara Unduli, Rey, Shaak Ti, Shmi Skywalker vs. Almec, Joh Yowza, Orson Krennic, Sora Bulq;$11000
Tatooine, Manhattan;Bazine Netal, Boss Rugor Nass, Cassian Andor, Jom Barell, Salacious B. Crumb vs. Captain Phasma, Jobal Naberrie;$0
Kashyyyk, The Empire;Anakin Skywalker, Beru Whitesun Lars, Iron Man, Mercurial Swift, Orson Krennic, Po Nudo Paul vs. Amee, Rey;$1000
Bespin, Rebel Alliance;Barriss Offee, Ciena Ree, Darth Maul vs. AP-5, Iron Man, Sly Moore, Yoda;$11000
Concord Dawn, Rebel Alliance;Captain Panaka, Darth Maul, Grand Inquisitor, Iron Man, Jan Dodonna, Leia Organa, Palpatine, Wolverine vs. Baze Malbus, Han Solo, Oppo Rancisis, Pagetti Rook, Pong Krell;$2000
Kashyyyk, The Empire;Mas Amedda, Saelt-Marae vs. 2-1B, Han Solo, Iron Man, Longo Two-Guns;$3000
Yavin, Manhattan;Cliegg Lars, Shu Mai vs. Daultay Dofine, Lando Calrissian, Malé-Dee;$10000
Alderaan, Rebel Alliance;Dormé, Jas Emari, Mother Talzin vs. Avengers, Rey, Rogue Squadron;$0
Concord Dawn, Rebel Alliance;Wedge Antilles, Wolverine vs. Adi Gallia, Admiral Firmus Piett, Inspector Thanoth, Moradmin Bast, Orson Krennic, Queen Breha Organa, Rey, Salacious B. Crumb, Sarkli, Watchmen, Watto;$31000
Mustafar, The Empire;Mawhonic vs. Kanan Jarrus, Luke Skywalker, Oola;$0
Geonosis, The Empire;Krayn, Shmi Skywalker vs. Tion Medon;$0
Dagobah, Rebel Alliance;Luminara Unduli vs. C-3PO, Ponda Baba, R2-D2;$5000
Naboo, The Empire;Obi-Wan Kenobi, R5-D4 vs. Aayla Secura, Rorschach;$0
Coruscant, Rebel Alliance;Kaydel Ko Connix vs. Bren Derlin;$0
Endor, Rebel Alliance;R2-D2 vs. Embo, General Crix Madine, Nahdar Vebb, Rey, Supreme Leader Snoke;$4000
Tatooine, Manhattan;Baze Malbus, Dengar, Ezra Bridger, Joclad Danva, Karina the Great, Kylo Ren, Lando Calrissian, Longo Two-Guns, Luminara Unduli, Lyn Me, Rogue Squadron, San Hill, Yané vs. Chirrut Îmwe, R2-D2, Yoda;$8000
Bespin, Rebel Alliance;Ahsoka Tano vs. Adi Gallia, Avengers, Chirrut Îmwe, General Maximilian Veers, Malakili, Pong Krell, Sora Bulq;$1000
Subterrel, Manhattan;Avengers, Commander Jet, Sora Bulq, Wedge Antilles, Yané vs. Admiral Kendal Ozzel, Leia Organa, Lieutenant Watts, Queen Miraj Scintel;$11000
Hosnian Prime, The Empire;Bren Derlin, Chief Chirpa, General Crix Madine, Nien Nunb, Thor, Wolverine vs. 2-1B, Avengers, Bodhi Rook, Captain Panaka, Ezra Bridger, General Maximilian Veers, Inspector Thanoth, Sifo-Dyas;$12000
Kashyyyk, The Empire;0-0-0, Galen Erso, Iron Man vs. Cordé, Klaatu;$2000
Geonosis, The Empire;Onaconda Farr, Shu Mai vs. Saw Gerrera;$0
Kashyyyk, The Empire;Boss Rugor Nass vs. Ona Nobis;$5000
Jedha, The Empire;Asajj Ventress, Che Amanwe Papanoida, Commander Bly, Doctor Aphra, Ebe E. Endocott, Leia Organa, Mace Windu, Ona Nobis vs. Anakin Skywalker, Finn, Grand Moff Wilhuff Tarkin, Jas Emari, Joh Yowza, Kylo Ren, Royal Guard, Salacious B. Crumb, Watchmen;$5000
Hosnian Prime, The Empire;Boba Fett vs. Han Solo, Nute Gunray;$2000
Concord Dawn, Rebel Alliance;Gavyn Sykes, King Katuunko, Lama Su, Luminara Unduli vs. Darth Maul;$0
Kashyyyk, The Empire;Inspector Thanoth, Quarrie vs. Commander Bly, Wolverine;$2000
Endor, Rebel Alliance;Kylo Ren, R2-D2 vs. Adi Gallia, Captain Gregor, Chewbacca, Letta Turmond, Mace Windu, Mercurial Swift, Niima the Hutt, Quarrie, Rorschach, San Hill;$16000
Rodia, Manhattan;Feral, Inspector Thanoth, Watchmen vs. BB-8, Chief Chirpa, Clone 99, Cordé, Leia Organa, Luke Skywalker, Orson Krennic, R2-D2, Thor;$7000
Hosnian Prime, The Empire;Avengers, Captain Gregor, Finis Valorum vs. R4-P17;$2000
Onderon, Manhattan;Admiral Kendal Ozzel, Commander Fox vs. Avengers, Bossk, Bren Derlin, Cad Bane, Clone Trooper Fives, Daultay Dofine, Grand Admiral Thrawn, Lieutenant Thire, Orson Krennic, Rae Sloane, Rey, Shmi Skywalker, Teedo, Watchmen, Yoda;$14000
Kamino, The Empire;Baze Malbus, Grand Moff Wilhuff Tarkin vs. Captain Phasma, Rabé, Rorschach;$0
Nal Hutta, The Empire;Amee, Captain Roos Tarpals, Dormé, Lieutenant Watts, Queen Neeyutnee, Shara Bey vs. Savage Opress;$6000
Concord Dawn, Rebel Alliance;4-LOM, Salacious B. Crumb vs. Hera Syndulla, Iron Man, Yané;$2000
Dagobah, Rebel Alliance;Admiral Gial Ackbar, Baze Malbus, Cliegg Lars, Clone 99, Gardulla the Hutt, Riff Tamson, Wolverine vs. Clone Trooper Dogma, Eirtaé, Mawhonic, Watchmen;$8000
Subterrel, Manhattan;Palpatine, R2-Q5 vs. Leia Organa;$7000
Bespin, Rebel Alliance;Ezra Bridger, Ree-Yees, Savage Opress, Sergeant Kreel vs. 4-LOM, Mama the Hutt;$0
Concord Dawn, Rebel Alliance;Even Piell, Joclad Danva, Kaydel Ko Connix vs. Avengers, Greeata Jendowanian, Queen Apailana, Xamuel Lennox;$8000
Onderon, Manhattan;Finis Valorum, Ketsu Onyo, Sabine Wren vs. Avengers, Bren Derlin, C-3PO, Iron Man, Lieutenant Watts, Meena Tills, Mina Bonteri, Morley, Rorschach, Savage Opress, Shaak Ti;$19000
Onderon, Manhattan;Commander Fox, Iron Man, Max Rebo vs. Ahri Raas, R2-KT;$7000
Hosnian Prime, The Empire;Bren Derlin, Commander Bly, Gardulla the Hutt vs. Jyn Erso;$1000
Hosnian Prime, The Empire;Che Amanwe Papanoida, Jango Fett vs. 4-LOM, Admiral Firmus Piett, Ciena Ree, Governor Arihnda Pryce, Kylo Ren, Luke Skywalker, Rogue Squadron, Watchmen, Wolverine;$16000
Nal Hutta, The Empire;Joclad Danva vs. Captain Roos Tarpals, Cliegg Lars, Longo Two-Guns;$2000
Kashyyyk, The Empire;Iron Man, Kylo Ren, Po Nudo Paul, Sergeant Kreel, Wag Too vs. Boss Rugor Nass, Gardulla the Hutt;$0
Kashyyyk, The Empire;Admiral Gial Ackbar, Grand Moff Wilhuff Tarkin, Kylo Ren, Po Nudo Paul, R5-D4 vs. Barada, General Carlist Rieekan, Longo Two-Guns, Norra Wexley, Orson Krennic, Shmi Skywalker;$10000
Jedha, The Empire;Obi-Wan Kenobi vs. Armitage Hux, Huyang, Pablo-Jill;$5000
Concord Dawn, Rebel Alliance;Commander Fil, Oola vs. Admiral Firmus Piett, Mother Talzin;$4000
Geonosis, The Empire;Ciena Ree, Moradmin Bast, X-Men vs. Admiral Gial Ackbar, Agent Kallus, Bazine Netal, Clone Trooper Tup, Commander Fox, General Cassio Tagge, General Crix Madine, Gungi, Iron Man, Jas Emari, Karina the Great, Kylo Ren, Lando Calrissian, Lieutenant Watts, Luke Skywalker, Meena Tills, Padmé Amidala, Ponda Baba, Pooja Naberrie, Riff Tamson, Sergeant Kreel, Sinjir Rath Velus, Wolverine;$2000
Jedha, The Empire;Greedo, Sifo-Dyas vs. Count Dooku, Ebe E. Endocott;$1000
Nal Hutta, The Empire;Clone Trooper Fives, Sarkli vs. Oola, Sora Bulq;$0
Scarif, Manhattan;Alton Kastle, General Crix Madine, Ona Nobis vs. Ahri Raas, Commander Bly, General Grievous, Jan Dodonna, Kylo Ren, Saw Gerrera, Sinjir Rath Velus, Watchmen, Wolverine, X-Men;$28000
Alderaan, Rebel Alliance;Captain Roos Tarpals, Ona Nobis vs. Count Dooku;$2000
Concord Dawn, Rebel Alliance;Jango Fett, Rorschach, Wat Tambor, Wuher, X-Men, Zuckuss vs. IG-88, Mawhonic, Palpatine, Royal Guard;$10000
Geonosis, The Empire;RA-7 vs. BB-8, Kylo Ren;$6000
Dathomir, Rebel Alliance;Cassian Andor, Luke Skywalker vs. Chirrut Îmwe;$1000
Kashyyyk, The Empire;Bo-Katan Kryze, U9-C4 vs. Captain Phasma, Watchmen;$3000
Umbara, Manhattan;Garindan, Qui-Gon Jinn, Teedo vs. Darth Maul, Rey, Ric Olié;$4000
Kamino, The Empire;Admiral Conan Antonio Motti vs. Avengers;$2000
Kamino, The Empire;Luke Skywalker vs. Barada, Jas Emari;$0
Scarif, Manhattan;4-LOM, Taun We, U9-C4 vs. Commander Fox, Daultay Dofine;$7000
Kamino, The Empire;Che Amanwe Papanoida, Wedge Antilles vs. Black Krrsantan, Finn, Jango Fett;$1000
Bespin, Rebel Alliance;Beru Whitesun Lars, Cad Bane, Cliegg Lars, Kylo Ren, Mina Bonteri, Tion Medon vs. Che Amanwe Papanoida, Commander Fox, Mace Windu;$9000
Concord Dawn, Rebel Alliance;Bazine Netal, Cliegg Lars, Niima the Hutt, U9-C4, X-Men vs. General Maximilian Veers;$8000
Endor, Rebel Alliance;Ben Quadinaros, Che Amanwe Papanoida, Count Dooku, Jocasta Nu, Jubnuk, Luminara Unduli, Watto vs. King Katuunko, Rey;$3000
Kashyyyk, The Empire;Admiral Firmus Piett, Ben Quadinaros, Cliegg Lars, Inspector Thanoth, Norra Wexley, Sana Starros vs. San Hill;$2000
Sullust, Manhattan;Nahdar Vebb vs. Almec, Del Meeko, Eirtaé, Grand Moff Wilhuff Tarkin, Hera Syndulla, Klaatu, Mawhonic, R2-KT, Rey, Rorschach, Salacious B. Crumb, Wat Tambor;$13000
Nal Hutta, The Empire;General Cassio Tagge vs. FN-2199, R2-D2;$0
Kashyyyk, The Empire;Chirrut Îmwe, Count Dooku, Dormé, Eli Vanto, General Crix Madine, Oola, Ponda Baba, San Hill vs. Quinlan Vos;$8000
Coruscant, Rebel Alliance;Boss Rugor Nass, Captain Phasma, General Grievous, Jar Jar Binks, PZ-4CO, Saesee Tiin, San Hill vs. Inquisitors;$2000
Bespin, Rebel Alliance;Eneb Ray, Moff Delian Mors, Rey, Watchmen vs. Ima-Gun Di, Jango Fett, King Katuunko, Malakili, Romba;$16000
Corellia, Rebel Alliance;Admiral Conan Antonio Motti, Chirrut Îmwe, Eirtaé, Gavyn Sykes, Pablo-Jill, Queen Miraj Scintel, R2-D2, Thor, Watchmen vs. Avengers, Ben Quadinaros, General Maximilian Veers, Iron Man, Karina the Great, Leia Organa, Max Rebo, Meena Tills, Oppo Rancisis, Quarrie, R5-D4, R5-J2, Romba, Rorschach, Royal Guard, San Hill, Shmi Skywalker, Shu Mai, Teedo, Wittin;$16000
Tatooine, Manhattan;X-Men vs. R2-D2;$1000
Nal Hutta, The Empire;TC-14, Thor vs. Baze Malbus, Captain Phasma, Cassian Andor, Clone Trooper Fives, Huyang, Luke Skywalker, Mas Amedda, R2-D2, Watchmen;$0
Nal Hutta, The Empire;Quinlan Vos vs. Has Obbit;$2000
Yavin, Manhattan;C-3PO vs. Kit Fisto, Lama Su, Nahdar Vebb, Onaconda Farr, Po Nudo Paul, Shaak Ti, Watchmen;$11000
Onderon, Manhattan;Avengers, Captain Lorth Needa, Ciena Ree, Commander Cody, Commander Fox, Dengar, Moff Tiaan Jerjerrod, Nahdar Vebb, Watchmen vs. 4-LOM;$0
Concord Dawn, Rebel Alliance;Finis Valorum, Jar Jar Binks, Mercurial Swift, Rogue Squadron, Sergeant Kreel, Wuher vs. Dormé, General Crix Madine, Iron Man, Jyn Erso, Padmé Amidala, R4-G9, Rorschach;$1000
Jedha, The Empire;Clone Trooper Fives, Count Dooku, Eirtaé, Eli Vanto, Kylo Ren, Leia Organa, Mercurial Swift, Teedo vs. Clone 99, Commander Bly, Luke Skywalker;$17000
Concord Dawn, Rebel Alliance;Ahsoka Tano, Beru Whitesun Lars, Gavyn Sykes, Grand Moff Wilhuff Tarkin, Luke Skywalker, Mister Bones, Nahdonnis Praji, Padmé Amidala, Ponda Baba, R4-P17, San Hill, Shara Bey, Thor vs. Zam Wesell;$4000
Scarif, Manhattan;Riley vs. Boba Fett, Bodhi Rook, Pooja Naberrie, Savage Opress, Tulon Voidgazer, Wollivan;$15000
Kamino, The Empire;Clone 99 vs. Gardulla the Hutt, Lando Calrissian;$1000
Scarif, Manhattan;Bo-Katan Kryze, Hondo Ohnaka, R2-D2, Watto vs. Bren Derlin, Jobal Naberrie, Lieutenant Watts, Lyn Me, Shara Bey;$2000
Sullust, Manhattan;Moff Delian Mors, Rae Sloane, Watchmen, Wolverine vs. Dengar, Embo, Malé-Dee, Onaconda Farr, Poe Dameron, Pong Krell, Savage Opress;$10000
Hell's Kitchen, Manhattan;Barriss Offee, Tulon Voidgazer vs. Cassian Andor, Paploo;$6000
Ryloth, Manhattan;Boba Fett vs. Pooja Naberrie;$0
Nal Hutta, The Empire;Admiral Conan Antonio Motti, Grand Admiral Thrawn, Iron Man, Kylo Ren vs. Bo-Katan Kryze, Daultay Dofine, General Carlist Rieekan, Lando Calrissian;$5000
Kessel, The Empire;Sinjir Rath Velus vs. Jango Fett, Jom Barell, Onaconda Farr, Watchmen, Yoda;$1000
Coruscant, Rebel Alliance;Chirrut Îmwe, Count Dooku, Kylo Ren, Mercurial Swift, Pharl McQuarrie vs. Avengers, Governor Arihnda Pryce, Joh Yowza, Lando Calrissian, Leia Organa, Lumat, Moff Tiaan Jerjerrod;$15000
Dathomir, Rebel Alliance;Bazine Netal, Captain Lorth Needa, Captain Roos Tarpals, General Maximilian Veers, Jek Tono Porkins, Pong Krell, Salacious B. Crumb, San Hill vs. R2-D2;$3000
Rodia, Manhattan;Lyn Me, Nute Gunray vs. 2-1B, Amee, Cassian Andor, Mawhonic, Rey;$10000
Kamino, The Empire;R2-D2, Thor vs. Quinlan Vos;$1000
Mandalore, The Empire;Rogue Squadron vs. Watchmen;$1000
Kashyyyk, The Empire;Aiolin and Morit Astarte, Almec, Asajj Ventress, Avengers, Leia Organa, Ona Nobis, Orson Krennic, Rogue Squadron vs. Darth Bane;$9000
Umbara, Manhattan;0-0-0, Mace Windu, Poggle the Lesser vs. Captain Phasma, Gallius Rax;$4000
Kamino, The Empire;C-3PO, Cassian Andor, Commander Bly, Iden Versio, Yoda vs. Moff Delian Mors, Moff Tiaan Jerjerrod;$6000
Scarif, Manhattan;Padmé Amidala, Romba vs. Borvo the Hutt, Cordé, Ezra Bridger, Grand Admiral Thrawn, Leia Organa, Pablo-Jill, R2-KT;$6000
Kashyyyk, The Empire;Wuher vs. San Hill;$0
Coruscant, Rebel Alliance;Alton Kastle, Chewbacca, Depa Billaba, Iron Man, Krayn, R4-P17 vs. Jas Emari;$5000
Kashyyyk, The Empire;Avengers, Borvo the Hutt, Commander Bly, Count Dooku, Gardulla the Hutt, Nahdar Vebb vs. Baze Malbus, Inspector Thanoth, Joph Seastriker, Rey;$6000
Yavin, Manhattan;Avengers, Moralo Eval, Rogue Squadron, Savage Opress vs. General Maximilian Veers;$6000
Onderon, Manhattan;Mawhonic vs. Queen Miraj Scintel, R2-D2, Rinnrivin Di;$0
Kamino, The Empire;Jyn Erso, San Hill vs. Rey;$8000
Concord Dawn, Rebel Alliance;IG-88 vs. Inspector Thanoth, Longo Two-Guns;$3000
Geonosis, The Empire;Bren Derlin, Orson Krennic vs. Aayla Secura, Clone Trooper Fives, Darth Maul, Gungi, Logray, Luke Skywalker, Ponda Baba, R4-P17, Salacious B. Crumb, San Hill, Sora Bulq, Thane Kyrell, Wullf Yularen, X-Men;$23000
Kamino, The Empire;Han Solo, Klaatu, Shaak Ti vs. Rey;$6000
Kashyyyk, The Empire;Rorschach vs. Sola Naberrie, Wolverine;$0
Mon Cala, The Empire;Finn vs. Leia Organa;$0
Corellia, Rebel Alliance;Savage Opress vs. Captain Phasma, Captain Rex, Padmé Amidala, R2-D2, Wolverine;$5000
Geonosis, The Empire;Avengers, Boss Rugor Nass, Lando Calrissian vs. Bodhi Rook, Longo Two-Guns, Maz Kanata, Sifo-Dyas;$6000
Jedha, The Empire;Shara Bey vs. Captain Roos Tarpals, Cordé, Finis Valorum, Gungi, Mace Windu, Ona Nobis, Riley, Saché, Satine Kryze, Savage Opress, Thor;$30000
Jedha, The Empire;Aayla Secura, Ahsoka Tano, Bodhi Rook, Chirrut Îmwe, Darth Maul, General Grievous, Jyn Erso, Kylo Ren, Luke Skywalker, Moff Delian Mors, Riff Tamson, Tikkes, Yané vs. Baze Malbus, Leia Organa;$17000
Coruscant, Rebel Alliance;Nahdar Vebb vs. Plo Koon, Rako Hardeen, Thor;$3000
Subterrel, Manhattan;Beru Whitesun Lars, Cassian Andor, Clone Trooper Fives, Lando Calrissian, Luminara Unduli, Moff Delian Mors, Palpatine, Rogue Squadron, Zam Wesell vs. Depa Billaba, Queen Apailana, Wedge Antilles;$13000
Bespin, Rebel Alliance;Captain Phasma, Chewbacca, Cliegg Lars, Gardulla the Hutt, Rorschach vs. Iron Man;$9000
Kashyyyk, The Empire;Cassian Andor, Grand Admiral Thrawn, Moff Delian Mors, Moff Tiaan Jerjerrod, Quinlan Vos vs. Admiral Conan Antonio Motti, Ransolm Casterfo, Rey;$1000
Nal Hutta, The Empire;Amee, Mon Mothma vs. Lieutenant Watts;$0
Tatooine, Manhattan;Moff Delian Mors vs. Mace Windu, Queen Miraj Scintel;$5000
Yavin, Manhattan;Lando Calrissian vs. 8D8, Cassian Andor, R2-D2, Rey;$3000
Concord Dawn, Rebel Alliance;Avengers, Rey, Warlug vs. Sifo-Dyas;$6000
Jedha, The Empire;Admiral Conan Antonio Motti, Agent Kallus, Avengers, Cham Syndulla, Garazeb Orrelios, Kylo Ren, R2-D2, Saw Gerrera, Wedge Antilles vs. 0-0-0, Chief Chirpa, Jyn Erso, Luminara Unduli, Ody Mandrell, Poggle the Lesser, Queen Apailana, Rukh, Sergeant Kreel, Taun We, Teedo, X-Men;$18000
Jedha, The Empire;Baze Malbus, Iron Man, Jyn Erso, Wullf Yularen vs. Chewbacca, Finn, Ketsu Onyo, Taun We, Watchmen, Wuher;$4000
Yavin, Manhattan;Darth Maul, Luminara Unduli, Moff Tiaan Jerjerrod, R2-KT, Rukh, San Hill, Watchmen, Wedge Antilles, Yoda vs. Huyang, Karina the Great;$2000
Bespin, Rebel Alliance;Jobal Naberrie vs. Beru Whitesun Lars, Cordé, Jas Emari, Riff Tamson, Rogue Squadron, U9-C4, Wedge Antilles;$0
Kamino, The Empire;Cliegg Lars, Hera Syndulla, Moff Tiaan Jerjerrod vs. Lumat;$0
Endor, Rebel Alliance;Longo Two-Guns, Malakili vs. AP-5;$0
Sullust, Manhattan;Romba, Wedge Antilles vs. Admiral Trench, R5-D4, Sana Starros;$2000
Dathomir, Rebel Alliance;Avengers, Captain Phasma, Finis Valorum, Lando Calrissian, Pablo-Jill, Rey, Rorschach, Shmi Skywalker vs. Sinjir Rath Velus;$12000
Bespin, Rebel Alliance;Aayla Secura, Beru Whitesun Lars, Coleman Kcaj, Eli Vanto, Garindan, Iron Man, Mercurial Swift, Momaw Nadon, Oola, Pablo-Jill, Padmé Amidala, R2-Q5, Watchmen, X-Men vs. R2-D2;$9000
Scarif, Manhattan;Ahri Raas vs. Dapp, Even Piell, Inspector Thanoth, Jan Dodonna, Ric Olié, Sabine Wren, Shaak Ti, Wedge Antilles;$10000
Endor, Rebel Alliance;Avengers, Cassian Andor, X-Men vs. Beru Whitesun Lars, Count Dooku, Moteé, Wuher, Zam Wesell;$11000
Kashyyyk, The Empire;Rey vs. Agent Kallus, Bodhi Rook, Iron Man, Jobal Naberrie, Shu Mai;$1000
Mon Cala, The Empire;Captain Phasma, Jango Fett, Lama Su, Mina Bonteri, Moralo Eval, Padmé Amidala, Qui-Gon Jinn, Riff Tamson, Teedo, Zam Wesell vs. Greedo, Ona Nobis, Ransolm Casterfo, Shara Bey, Taun We;$18000
Kamino, The Empire;Admiral Firmus Piett, Avengers, Barada, Chirrut Îmwe, Eirtaé, Embo, Jobal Naberrie, Moff Tiaan Jerjerrod, Tarfful vs. Aiolin and Morit Astarte, Queen Miraj Scintel;$10000
Kashyyyk, The Empire;Feral, Lando Calrissian, Longo Two-Guns, Sora Bulq, Tessek vs. Cordé;$24000
Coruscant, Rebel Alliance;Cassian Andor, Finn, Han Solo, San Hill, Shara Bey vs. Obi-Wan Kenobi, Wolverine;$3000
Jedha, The Empire;2-1B, Admiral Gial Ackbar, Orson Krennic, Teedo vs. Pooja Naberrie, Romba, Satine Kryze;$6000
Bespin, Rebel Alliance;Shmi Skywalker vs. Cassian Andor, Chief Chirpa, Ebe E. Endocott, Ezra Bridger, Longo Two-Guns, Queen Breha Organa, Quinlan Vos, Ree-Yees, Rey, San Hill, Watchmen, Wullf Yularen, X-Men;$0
